,i,name,SMILES
4010,4010,HOCH2O(39) + CC1OOCC(O[O])O1(4071) <=> HOCHO(40) + CC1OOCC(OO)O1(4088),[O]CO+CC1OOCC(O[O])O1_O=CO+CC1OOCC(OO)O1
4011,4011,HOCH2O(39) + CH3COCH2(70) <=> HOCHO(40) + CH3COCH3(69),[O]CO+[CH2]C(C)=O_O=CO+CC(C)=O
4012,4012,HOCHO(40) + CH3COCH3(69) <=> HOCH2O(39) + CH3COCH2(70),O=CO+CC(C)=O_[O]CO+[CH2]C(C)=O
4013,4013,HOCH2O(39) + [O]OCCC(=O)OO(26892) <=> HOCHO(40) + O=C(CCOO)OO(27398),[O]CO+[O]OCCC(=O)OO_O=CO+O=C(CCOO)OO
4014,4014,HOCHO(40) + C3H6(12) <=> HOCH2O(39) + C3H5-A(94),O=CO+C=CC_[O]CO+[CH2]C=C
4015,4015,CH2O2H(292) <=> HOCH2O(39),[CH2]OO_[O]CO
4016,4016,HO2(16) + [O]C[O](3198) <=> O2(2) + HOCH2O(39),[O]O+[O]C[O]_[O][O]+[O]CO
4017,4017,HOCH2O(39) <=> H(14) + [O]C[O](3198),[O]CO_[H]+[O]C[O]
4018,4018,H(14) + C5H10-2(424) <=> H2(13) + C5H92-5(429),[H]+CC=CCC_[H][H]+[CH2]CC=CC
4019,4019,O(5) + C5H10-2(424) <=> OH(15) + C5H92-5(429),[O]+CC=CCC_[OH]+[CH2]CC=CC
4020,4020,OH(15) + C5H10-2(424) <=> H2O(8) + C5H92-5(429),[OH]+CC=CCC_O+[CH2]CC=CC
4021,4021,CH3(18) + C5H10-2(424) <=> CH4(10) + C5H92-5(429),[CH3]+CC=CCC_C+[CH2]CC=CC
4022,4022,O2(2) + C5H10-2(424) <=> HO2(16) + C5H92-5(429),[O][O]+CC=CCC_[O]O+[CH2]CC=CC
4023,4023,HO2(16) + C5H10-2(424) <=> H2O2(17) + C5H92-5(429),[O]O+CC=CCC_OO+[CH2]CC=CC
4024,4024,CH3O2(45) + C5H10-2(424) <=> CH3O2H(46) + C5H92-5(429),CO[O]+CC=CCC_COO+[CH2]CC=CC
4025,4025,CH3O(31) + C5H10-2(424) <=> CH3OH(30) + C5H92-5(429),C[O]+CC=CCC_CO+[CH2]CC=CC
4026,4026,C5H10-2(424) <=> H(14) + C5H92-5(429),CC=CCC_[H]+[CH2]CC=CC
4027,4027,C5H92-5(429) + C5H11-2(421) <=> C5H10-2(424) + C5H10-2(424),[CH2]CC=CC+C[CH]CCC_CC=CCC+CC=CCC
4028,4028,C5H92-5(429) + C5H11-3(422) <=> C5H10-2(424) + C5H10-2(424),[CH2]CC=CC+CC[CH]CC_CC=CCC+CC=CCC
4029,4029,C2H5O(49) + C5H92-5(429) <=> CH3CHO(35) + C5H10-2(424),CC[O]+[CH2]CC=CC_CC=O+CC=CCC
4030,4030,C3KET21(73) + C5H92-5(429) <=> CH3COCH2O2(72) + C5H10-2(424),CC(=O)COO+[CH2]CC=CC_CC(=O)CO[O]+CC=CCC
4031,4031,C2H4(11) + C3H6(12) <=> H(14) + C5H92-5(429),C=C+C=CC_[H]+[CH2]CC=CC
4032,4032,CH2O(9) + C5H92-5(429) <=> HCO(19) + C5H10-2(424),C=O+[CH2]CC=CC_[CH]=O+CC=CCC
4033,4033,CH3CHO(35) + C5H92-5(429) <=> CH3CO(20) + C5H10-2(424),CC=O+[CH2]CC=CC_C[C]=O+CC=CCC
4034,4034,[CH2]C[O](761) + C5H92-5(429) <=> CH2CHO(21) + C5H10-2(424),[CH2]C[O]+[CH2]CC=CC_[CH2]C=O+CC=CCC
4035,4035,CH3CHO(35) + C5H92-5(429) <=> CH2CHO(21) + C5H10-2(424),CC=O+[CH2]CC=CC_[CH2]C=O+CC=CCC
4036,4036,C[CH][O](947) + C5H92-5(429) <=> CH2CHO(21) + C5H10-2(424),C[CH][O]+[CH2]CC=CC_[CH2]C=O+CC=CCC
4037,4037,CH3CO(20) + C5H92-5(429) <=> CH2CO(24) + C5H10-2(424),C[C]=O+[CH2]CC=CC_C=C=O+CC=CCC
4038,4038,CH2CHO(21) + C5H92-5(429) <=> CH2CO(24) + C5H10-2(424),[CH2]C=O+[CH2]CC=CC_C=C=O+CC=CCC
4039,4039,C2H3(22) + C5H92-5(429) <=> C2H2(25) + C5H10-2(424),[CH]=C+[CH2]CC=CC_C#C+CC=CCC
4040,4040,HCO(19) + C5H92-5(429) <=> CO(6) + C5H10-2(424),[CH]=O+[CH2]CC=CC_[C-]#[O+]+CC=CCC
4041,4041,OCHO(38) + C5H92-5(429) <=> CO2(7) + C5H10-2(424),[O]C=O+[CH2]CC=CC_O=C=O+CC=CCC
4042,4042,CH3O(31) + C5H92-5(429) <=> CH2O(9) + C5H10-2(424),C[O]+[CH2]CC=CC_C=O+CC=CCC
4043,4043,C2H5(33) + C5H92-5(429) <=> C2H4(11) + C5H10-2(424),C[CH2]+[CH2]CC=CC_C=C+CC=CCC
4044,4044,NC3H7(92) + C5H92-5(429) <=> C3H6(12) + C5H10-2(424),[CH2]CC+[CH2]CC=CC_C=CC+CC=CCC
4045,4045,IC3H7(93) + C5H92-5(429) <=> C3H6(12) + C5H10-2(424),C[CH]C+[CH2]CC=CC_C=CC+CC=CCC
4046,4046,C5H92-5(429) + pentane(1) <=> C5H10-2(424) + C5H11-2(421),[CH2]CC=CC+CCCCC_CC=CCC+C[CH]CCC
4047,4047,C5H92-5(429) + pentane(1) <=> C5H10-2(424) + C5H11-3(422),[CH2]CC=CC+CCCCC_CC=CCC+CC[CH]CC
4048,4048,C2H5O2H(48) + C5H92-5(429) <=> C2H5O2(47) + C5H10-2(424),CCOO+[CH2]CC=CC_CCO[O]+CC=CCC
4049,4049,C5H92-5(429) + pentane(1) <=> C5H10-2(424) + C5H11-1(420),[CH2]CC=CC+CCCCC_CC=CCC+[CH2]CCCC
4050,4050,CH3COCH3(69) + C5H92-5(429) <=> CH3COCH2(70) + C5H10-2(424),CC(C)=O+[CH2]CC=CC_[CH2]C(C)=O+CC=CCC
4051,4051,C3KET21(73) + C5H92-5(429) <=> [CH2]C(=O)COO(986) + C5H10-2(424),CC(=O)COO+[CH2]CC=CC_[CH2]C(=O)COO+CC=CCC
4052,4052,CC1OOCC(OO)O1(4088) + C5H92-5(429) <=> CC1OOCC(O[O])O1(4071) + C5H10-2(424),CC1OOCC(OO)O1+[CH2]CC=CC_CC1OOCC(O[O])O1+CC=CCC
4053,4053,CC1OOC(COO)O1(4411) + C5H92-5(429) <=> CC1OOC(CO[O])O1(4087) + C5H10-2(424),CC1OOC(COO)O1+[CH2]CC=CC_CC1OOC(CO[O])O1+CC=CCC
4054,4054,C2H6(32) + C5H92-5(429) <=> C2H5(33) + C5H10-2(424),CC+[CH2]CC=CC_C[CH2]+CC=CCC
4055,4055,CC[C]CC-2(791) <=> H(14) + C5H92-5(429),CC[C]CC_[H]+[CH2]CC=CC
4056,4056,[CH2]C[CH2](705) + C5H92-5(429) <=> C3H5-A(94) + C5H10-2(424),[CH2]C[CH2]+[CH2]CC=CC_[CH2]C=C+CC=CCC
4057,4057,C3H6(12) + C5H92-5(429) <=> C3H5-A(94) + C5H10-2(424),C=CC+[CH2]CC=CC_[CH2]C=C+CC=CCC
4058,4058,C5H92-5(429) + C5H11-1(420) <=> C5H10-1(423) + C5H10-2(424),[CH2]CC=CC+[CH2]CCCC_C=CCCC+CC=CCC
4059,4059,C5H92-5(429) + C5H11-2(421) <=> C5H10-1(423) + C5H10-2(424),[CH2]CC=CC+C[CH]CCC_C=CCCC+CC=CCC
4060,4060,C5H10-1(423) <=> H(14) + C5H92-5(429),C=CCCC_[H]+[CH2]CC=CC
4061,4061,C[C]CCC-2(792) <=> H(14) + C5H92-5(429),C[C]CCC_[H]+[CH2]CC=CC
4062,4062,HOCH2O(39) + C5H92-5(429) <=> HOCHO(40) + C5H10-2(424),[O]CO+[CH2]CC=CC_O=CO+CC=CCC
4063,4063,C3H5O(129) + C5H92-5(429) <=> C2H3CHO(74) + C5H10-2(424),C=CC[O]+[CH2]CC=CC_C=CC=O+CC=CCC
4064,4064,[CH2]C[CH]C(685) + C5H92-5(429) <=> C4H71-3(191) + C5H10-2(424),[CH2]C[CH]C+[CH2]CC=CC_C=C[CH]C+CC=CCC
4065,4065,C4H8-1(189) + C5H92-5(429) <=> C4H71-3(191) + C5H10-2(424),C=CCC+[CH2]CC=CC_C=C[CH]C+CC=CCC
4066,4066,C4H8-2(190) + C5H92-5(429) <=> C4H71-3(191) + C5H10-2(424),CC=CC+[CH2]CC=CC_C=C[CH]C+CC=CCC
4067,4067,C4H71-4(192) + C5H92-5(429) <=> C4H6(195) + C5H10-2(424),[CH2]CC=C+[CH2]CC=CC_C=CC=C+CC=CCC
4068,4068,C4H71-3(191) + C5H92-5(429) <=> C4H6(195) + C5H10-2(424),C=C[CH]C+[CH2]CC=CC_C=CC=C+CC=CCC
4069,4069,[CH2]C[CH]C(685) + C5H92-5(429) <=> C4H71-4(192) + C5H10-2(424),[CH2]C[CH]C+[CH2]CC=CC_[CH2]CC=C+CC=CCC
4070,4070,C4H8-1(189) + C5H92-5(429) <=> C4H71-4(192) + C5H10-2(424),C=CCC+[CH2]CC=CC_[CH2]CC=C+CC=CCC
4071,4071,C2H4(11) + SC3H5OH(135) <=> OH(15) + C5H92-5(429),C=C+CC=CO_[OH]+[CH2]CC=CC
4072,4072,C5H92-5(429) + C5H10-2(424) <=> C5H92-4(428) + C5H10-2(424),[CH2]CC=CC+CC=CCC_C[CH]C=CC+CC=CCC
4073,4073,C5H92-5(429) <=> C5H92-4(428),[CH2]CC=CC_C[CH]C=CC
4074,4074,O2(2) + C5H92-5(429) <=> HO2(16) + CdCCdCC(334),[O][O]+[CH2]CC=CC_[O]O+C=CC=CC
4075,4075,HO2(16) + C5H92-5(429) <=> H2O2(17) + CdCCdCC(334),[O]O+[CH2]CC=CC_OO+C=CC=CC
4076,4076,HCCO(27) + C5H92-5(429) <=> CH2CO(24) + CdCCdCC(334),C#C[O]+[CH2]CC=CC_C=C=O+C=CC=CC
4077,4077,C5H92-5(429) + C5H11-3(422) <=> CdCCdCC(334) + pentane(1),[CH2]CC=CC+CC[CH]CC_C=CC=CC+CCCCC
4078,4078,C5H92-5(429) + C5H11-2(421) <=> CdCCdCC(334) + pentane(1),[CH2]CC=CC+C[CH]CCC_C=CC=CC+CCCCC
4079,4079,C5H92-5(429) + C5H11-1(420) <=> CdCCdCC(334) + pentane(1),[CH2]CC=CC+[CH2]CCCC_C=CC=CC+CCCCC
4080,4080,OH(15) + C5H92-5(429) <=> H2O(8) + CdCCdCC(334),[OH]+[CH2]CC=CC_O+C=CC=CC
4081,4081,HCO(19) + C5H92-5(429) <=> CH2O(9) + CdCCdCC(334),[CH]=O+[CH2]CC=CC_C=O+C=CC=CC
4082,4082,C2H3(22) + C5H92-5(429) <=> C2H4(11) + CdCCdCC(334),[CH]=C+[CH2]CC=CC_C=C+C=CC=CC
4083,4083,C3H5-A(94) + C5H92-5(429) <=> C3H6(12) + CdCCdCC(334),[CH2]C=C+[CH2]CC=CC_C=CC+C=CC=CC
4084,4084,C5H92-4(428) + C5H92-5(429) <=> CdCCdCC(334) + C5H10-2(424),C[CH]C=CC+[CH2]CC=CC_C=CC=CC+CC=CCC
4085,4085,C5H91-3(425) + C5H92-5(429) <=> CdCCdCC(334) + C5H10-2(424),C=C[CH]CC+[CH2]CC=CC_C=CC=CC+CC=CCC
4086,4086,C5H92-5(429) + C5H92-5(429) <=> CdCCdCC(334) + C5H10-2(424),[CH2]CC=CC+[CH2]CC=CC_C=CC=CC+CC=CCC
4087,4087,CH2CHO(21) + C5H92-5(429) <=> CH3CHO(35) + CdCCdCC(334),[CH2]C=O+[CH2]CC=CC_CC=O+C=CC=CC
4088,4088,CH3CO(20) + C5H92-5(429) <=> CH3CHO(35) + CdCCdCC(334),C[C]=O+[CH2]CC=CC_CC=O+C=CC=CC
4089,4089,C2H5CO(77) + C5H92-5(429) <=> C2H5CHO(76) + CdCCdCC(334),CC[C]=O+[CH2]CC=CC_CCC=O+C=CC=CC
4090,4090,C5H91-3(425) + C5H92-5(429) <=> CdCCdCC(334) + C5H10-1(423),C=C[CH]CC+[CH2]CC=CC_C=CC=CC+C=CCCC
4091,4091,CH3(18) + C5H92-5(429) <=> CH4(10) + CdCCdCC(334),[CH3]+[CH2]CC=CC_C+C=CC=CC
4092,4092,C4H71-3(191) + C5H92-5(429) <=> C4H8-1(189) + CdCCdCC(334),C=C[CH]C+[CH2]CC=CC_C=CCC+C=CC=CC
4093,4093,C4H71-4(192) + C5H92-5(429) <=> C4H8-1(189) + CdCCdCC(334),[CH2]CC=C+[CH2]CC=CC_C=CCC+C=CC=CC
4094,4094,C4H71-1(193) + C5H92-5(429) <=> C4H8-1(189) + CdCCdCC(334),[CH]=CCC+[CH2]CC=CC_C=CCC+C=CC=CC
4095,4095,CH2(23) + C5H92-5(429) <=> CH3(18) + CdCCdCC(334),[CH2]+[CH2]CC=CC_[CH3]+C=CC=CC
4096,4096,C2H(4) + C5H92-5(429) <=> C2H2(25) + CdCCdCC(334),[C]#C+[CH2]CC=CC_C#C+C=CC=CC
4097,4097,H(14) + C5H92-5(429) <=> H2(13) + CdCCdCC(334),[H]+[CH2]CC=CC_[H][H]+C=CC=CC
4098,4098,C2H5(33) + C5H92-5(429) <=> C2H6(32) + CdCCdCC(334),C[CH2]+[CH2]CC=CC_CC+C=CC=CC
4099,4099,C4H71-3(191) + C5H92-5(429) <=> C4H8-2(190) + CdCCdCC(334),C=C[CH]C+[CH2]CC=CC_CC=CC+C=CC=CC
4100,4100,CH3O(31) + C5H92-5(429) <=> CH3OH(30) + CdCCdCC(334),C[O]+[CH2]CC=CC_CO+C=CC=CC
4101,4101,[CH2]C=C[CH2](3731) + C5H92-5(429) <=> C4H71-3(191) + CdCCdCC(334),[CH2]C=C[CH2]+[CH2]CC=CC_C=C[CH]C+C=CC=CC
4102,4102,CH3CO2(55) + C5H92-5(429) <=> CC(=O)O(1413) + CdCCdCC(334),CC([O])=O+[CH2]CC=CC_CC(=O)O+C=CC=CC
4103,4103,C2H5O2(47) + C5H92-5(429) <=> C2H5O2H(48) + CdCCdCC(334),CCO[O]+[CH2]CC=CC_CCOO+C=CC=CC
4104,4104,C2H4O2H(50) + C5H92-5(429) <=> C2H5O2H(48) + CdCCdCC(334),[CH2]COO+[CH2]CC=CC_CCOO+C=CC=CC
4105,4105,OCHO(38) + C5H92-5(429) <=> HOCHO(40) + CdCCdCC(334),[O]C=O+[CH2]CC=CC_O=CO+C=CC=CC
4106,4106,CH3O2(45) + C5H92-5(429) <=> CH3O2H(46) + CdCCdCC(334),CO[O]+[CH2]CC=CC_COO+C=CC=CC
4107,4107,CH2O2H(292) + C5H92-5(429) <=> CH3O2H(46) + CdCCdCC(334),[CH2]OO+[CH2]CC=CC_COO+C=CC=CC
4108,4108,O(5) + C5H92-5(429) <=> OH(15) + CdCCdCC(334),[O]+[CH2]CC=CC_[OH]+C=CC=CC
4109,4109,CH3COCH2O2(72) + C5H92-5(429) <=> C3KET21(73) + CdCCdCC(334),CC(=O)CO[O]+[CH2]CC=CC_CC(=O)COO+C=CC=CC
4110,4110,[CH2]C(=O)COO(986) + C5H92-5(429) <=> C3KET21(73) + CdCCdCC(334),[CH2]C(=O)COO+[CH2]CC=CC_CC(=O)COO+C=CC=CC
4111,4111,[CH2]C[CH2](705) + C5H92-5(429) <=> NC3H7(92) + CdCCdCC(334),[CH2]C[CH2]+[CH2]CC=CC_[CH2]CC+C=CC=CC
4112,4112,CC1OOCC(O[O])O1(4071) + C5H92-5(429) <=> CC1OOCC(OO)O1(4088) + CdCCdCC(334),CC1OOCC(O[O])O1+[CH2]CC=CC_CC1OOCC(OO)O1+C=CC=CC
4113,4113,CH3COCH2(70) + C5H92-5(429) <=> CH3COCH3(69) + CdCCdCC(334),[CH2]C(C)=O+[CH2]CC=CC_CC(C)=O+C=CC=CC
4114,4114,[O]CC(OO)OC=O(15963) + C5H92-5(429) <=> O=COC(C=O)OO(4586) + C5H10-2(424),[O]CC(OO)OC=O+[CH2]CC=CC_O=COC(C=O)OO+CC=CCC
4115,4115,O=C(CCOO)OO(27398) + C5H92-5(429) <=> [O]OCCC(=O)OO(26892) + C5H10-2(424),O=C(CCOO)OO+[CH2]CC=CC_[O]OCCC(=O)OO+CC=CCC
4116,4116,[O]OCCC(=O)OO(26892) + C5H92-5(429) <=> O=C(CCOO)OO(27398) + CdCCdCC(334),[O]OCCC(=O)OO+[CH2]CC=CC_O=C(CCOO)OO+C=CC=CC
4117,4117,C2H5O2H(48) + C5H92-5(429) <=> C2H4O2H(50) + C5H10-2(424),CCOO+[CH2]CC=CC_[CH2]COO+CC=CCC
4118,4118,C5H92-5(429) <=> C5H91-3(425),[CH2]CC=CC_C=C[CH]CC
4119,4119,C5H92-5(429) + C5H10-1(423) <=> C5H91-3(425) + C5H10-2(424),[CH2]CC=CC+C=CCCC_C=C[CH]CC+CC=CCC
4120,4120,C5H92-5(429) + C5H10-2(424) <=> C5H91-3(425) + C5H10-2(424),[CH2]CC=CC+CC=CCC_C=C[CH]CC+CC=CCC
4121,4121,C5H92-4(428) <=> CH2(23) + C4H71-3(191),C[CH]C=CC_[CH2]+C=C[CH]C
4122,4122,H(14) + CdCCdCC(334) <=> C5H92-5(429),[H]+C=CC=CC_[CH2]CC=CC
4123,4123,H(14) + CdCCdCC(334) <=> CH2(23) + C4H71-3(191),[H]+C=CC=CC_[CH2]+C=C[CH]C
4124,4124,H(14) + CdCCdCC(334) <=> CH3(18) + [CH2]C=C[CH2](3731),[H]+C=CC=CC_[CH3]+[CH2]C=C[CH2]
4125,4125,H(14) + CdCCdCC(334) <=> CH2(23) + C4H71-1(193),[H]+C=CC=CC_[CH2]+[CH]=CCC
4126,4126,C5H91-3(425) <=> CH2(23) + C4H71-3(191),C=C[CH]CC_[CH2]+C=C[CH]C
4127,4127,C5H92-5(429) <=> CH2(23) + C4H71-3(191),[CH2]CC=CC_[CH2]+C=C[CH]C
4128,4128,C[CH]C1CC1(30997) <=> C5H92-4(428),C[CH]C1CC1_C[CH]C=CC
4129,4129,H(14) + CdCCdCC(334) <=> C[CH]C1CC1(30997),[H]+C=CC=CC_C[CH]C1CC1
4130,4130,C[CH]C1CC1(30997) <=> C5H91-3(425),C[CH]C1CC1_C=C[CH]CC
4131,4131,C[CH]C1CC1(30997) <=> C5H92-5(429),C[CH]C1CC1_[CH2]CC=CC
4132,4132,C5H92-5(429) <=> CH3(18) + [CH2]C=C[CH2](3731),[CH2]CC=CC_[CH3]+[CH2]C=C[CH2]
4133,4133,C5H92-5(429) <=> CH2(23) + C4H71-1(193),[CH2]CC=CC_[CH2]+[CH]=CCC
4134,4134,HCCO(27) + C5H10-2(424) <=> CH2CO(24) + C5H92-5(429),C#C[O]+CC=CCC_C=C=O+[CH2]CC=CC
4135,4135,C2H3(22) + C5H10-2(424) <=> C2H4(11) + C5H92-5(429),[CH]=C+CC=CCC_C=C+[CH2]CC=CC
4136,4136,OCHO(38) + C5H10-2(424) <=> HOCHO(40) + C5H92-5(429),[O]C=O+CC=CCC_O=CO+[CH2]CC=CC
4137,4137,C[CH]C1CC1(30997) <=> CH2(23) + C4H71-3(191),C[CH]C1CC1_[CH2]+C=C[CH]C
4138,4138,C[CH]C1CC1(30997) <=> CH3(18) + [CH2]C=C[CH2](3731),C[CH]C1CC1_[CH3]+[CH2]C=C[CH2]
4139,4139,C[CH]C1CC1(30997) <=> CH2(23) + C4H71-1(193),C[CH]C1CC1_[CH2]+[CH]=CCC
4140,4140,HCO(19) + [O]C[O](3198) <=> CO(6) + HOCH2O(39),[CH]=O+[O]C[O]_[C-]#[O+]+[O]CO
4141,4141,OCHO(38) + [CH2]C[O](761) <=> CO2(7) + C2H5O(49),[O]C=O+[CH2]C[O]_O=C=O+CC[O]
4142,4142,OCHO(38) + C[CH][O](947) <=> CO2(7) + C2H5O(49),[O]C=O+C[CH][O]_O=C=O+CC[O]
4143,4143,HOCH2O(39) + [CH2]C[CH2](705) <=> HOCHO(40) + NC3H7(92),[O]CO+[CH2]C[CH2]_O=CO+[CH2]CC
4144,4144,C2H5CHO(76) + C5H92-5(429) <=> C2H5CO(77) + C5H10-2(424),CCC=O+[CH2]CC=CC_CC[C]=O+CC=CCC
4145,4145,HOCH2O(39) + [CH2]C[O](761) <=> HOCHO(40) + C2H5O(49),[O]CO+[CH2]C[O]_O=CO+CC[O]
4146,4146,HOCH2O(39) + C[CH][O](947) <=> HOCHO(40) + C2H5O(49),[O]CO+C[CH][O]_O=CO+CC[O]
4147,4147,CH3O2H(46) + C5H92-5(429) <=> CH2O2H(292) + C5H10-2(424),COO+[CH2]CC=CC_[CH2]OO+CC=CCC
4148,4148,CO2(7) + C2H5O(49) <=> OCHO(38) + CH3CHO(35),O=C=O+CC[O]_[O]C=O+CC=O
4149,4149,CO2(7) + C2H5O(49) <=> OCHO(38) + C[CH][O](947),O=C=O+CC[O]_[O]C=O+C[CH][O]
4150,4150,H2O2(17) + [O]OCCOO(28996) <=> HO2(16) + OOCCOO(29316),OO+[O]OCCOO_[O]O+OOCCOO
4151,4151,HCCO(27) + OOCCOO(29316) <=> CH2CO(24) + [O]OCCOO(28996),C#C[O]+OOCCOO_C=C=O+[O]OCCOO
4152,4152,OOCCOO(29316) + C5H11-3(422) <=> [O]OCCOO(28996) + pentane(1),OOCCOO+CC[CH]CC_[O]OCCOO+CCCCC
4153,4153,OOCCOO(29316) + C5H11-2(421) <=> [O]OCCOO(28996) + pentane(1),OOCCOO+C[CH]CCC_[O]OCCOO+CCCCC
4154,4154,OOCCOO(29316) + C5H11-1(420) <=> [O]OCCOO(28996) + pentane(1),OOCCOO+[CH2]CCCC_[O]OCCOO+CCCCC
4155,4155,OH(15) + OOCCOO(29316) <=> H2O(8) + [O]OCCOO(28996),[OH]+OOCCOO_O+[O]OCCOO
4156,4156,CH2O(9) + [O]OCCOO(28996) <=> HCO(19) + OOCCOO(29316),C=O+[O]OCCOO_[CH]=O+OOCCOO
4157,4157,C2H3(22) + OOCCOO(29316) <=> C2H4(11) + [O]OCCOO(28996),[CH]=C+OOCCOO_C=C+[O]OCCOO
4158,4158,[O]OCCOO(28996) + C3H6(12) <=> OOCCOO(29316) + C3H5-A(94),[O]OCCOO+C=CC_OOCCOO+[CH2]C=C
4159,4159,H(14) + OOCCOO(29316) <=> H2(13) + [O]OCCOO(28996),[H]+OOCCOO_[H][H]+[O]OCCOO
4160,4160,[O]OCCOO(28996) + C5H10-2(424) <=> OOCCOO(29316) + C5H92-4(428),[O]OCCOO+CC=CCC_OOCCOO+C[CH]C=CC
4161,4161,OOCCOO(29316) + C5H92-5(429) <=> [O]OCCOO(28996) + C5H10-2(424),OOCCOO+[CH2]CC=CC_[O]OCCOO+CC=CCC
4162,4162,[O]OCCOO(28996) + C5H10-2(424) <=> OOCCOO(29316) + C5H91-3(425),[O]OCCOO+CC=CCC_OOCCOO+C=C[CH]CC
4163,4163,CH2CHO(21) + OOCCOO(29316) <=> CH3CHO(35) + [O]OCCOO(28996),[CH2]C=O+OOCCOO_CC=O+[O]OCCOO
4164,4164,CH3CO(20) + OOCCOO(29316) <=> CH3CHO(35) + [O]OCCOO(28996),C[C]=O+OOCCOO_CC=O+[O]OCCOO
4165,4165,OOCCOO(29316) + C2H5CO(77) <=> [O]OCCOO(28996) + C2H5CHO(76),OOCCOO+CC[C]=O_[O]OCCOO+CCC=O
4166,4166,[O]OCCOO(28996) + C2H5O2H(48) <=> C2H5O2(47) + OOCCOO(29316),[O]OCCOO+CCOO_CCO[O]+OOCCOO
4167,4167,C2H4O2H(50) + OOCCOO(29316) <=> [O]OCCOO(28996) + C2H5O2H(48),[CH2]COO+OOCCOO_[O]OCCOO+CCOO
4168,4168,[O]OCCOO(28996) + C5H10-1(423) <=> OOCCOO(29316) + C5H91-3(425),[O]OCCOO+C=CCCC_OOCCOO+C=C[CH]CC
4169,4169,OCHO(38) + OOCCOO(29316) <=> HOCHO(40) + [O]OCCOO(28996),[O]C=O+OOCCOO_O=CO+[O]OCCOO
4170,4170,CH3O2H(46) + [O]OCCOO(28996) <=> CH3O2(45) + OOCCOO(29316),COO+[O]OCCOO_CO[O]+OOCCOO
4171,4171,CH2O2H(292) + OOCCOO(29316) <=> CH3O2H(46) + [O]OCCOO(28996),[CH2]OO+OOCCOO_COO+[O]OCCOO
4172,4172,[O]OCCOO(28996) + C3KET21(73) <=> OOCCOO(29316) + CH3COCH2O2(72),[O]OCCOO+CC(=O)COO_OOCCOO+CC(=O)CO[O]
4173,4173,OOCCOO(29316) + [CH2]C(=O)COO(986) <=> [O]OCCOO(28996) + C3KET21(73),OOCCOO+[CH2]C(=O)COO_[O]OCCOO+CC(=O)COO
4174,4174,CH3O(31) + OOCCOO(29316) <=> CH3OH(30) + [O]OCCOO(28996),C[O]+OOCCOO_CO+[O]OCCOO
4175,4175,OOCCOO(29316) + CH3COCH2(70) <=> [O]OCCOO(28996) + CH3COCH3(69),OOCCOO+[CH2]C(C)=O_[O]OCCOO+CC(C)=O
4176,4176,HO2(16) + [O]OCCOO(28996) <=> O2(2) + OOCCOO(29316),[O]O+[O]OCCOO_[O][O]+OOCCOO
4177,4177,CH4(10) + [O]OCCOO(28996) <=> CH3(18) + OOCCOO(29316),C+[O]OCCOO_[CH3]+OOCCOO
4178,4178,CH3CO2(55) + OOCCOO(29316) <=> CC(=O)O(1413) + [O]OCCOO(28996),CC([O])=O+OOCCOO_CC(=O)O+[O]OCCOO
4179,4179,[O]OCCOO(28996) + O=C(CCOO)OO(27398) <=> OOCCOO(29316) + [O]OCCC(=O)OO(26892),[O]OCCOO+O=C(CCOO)OO_OOCCOO+[O]OCCC(=O)OO
4180,4180,[O]OCCOO(28996) + C4H8-1(189) <=> OOCCOO(29316) + C4H71-3(191),[O]OCCOO+C=CCC_OOCCOO+C=C[CH]C
4181,4181,OOCCOO(29316) + C4H71-4(192) <=> [O]OCCOO(28996) + C4H8-1(189),OOCCOO+[CH2]CC=C_[O]OCCOO+C=CCC
4182,4182,OOCCOO(29316) + C4H71-1(193) <=> [O]OCCOO(28996) + C4H8-1(189),OOCCOO+[CH]=CCC_[O]OCCOO+C=CCC
4183,4183,[O]OCCOO(28996) + C2H6(32) <=> C2H5(33) + OOCCOO(29316),[O]OCCOO+CC_C[CH2]+OOCCOO
4184,4184,[O]OCCOO(28996) + C4H8-2(190) <=> OOCCOO(29316) + C4H71-3(191),[O]OCCOO+CC=CC_OOCCOO+C=C[CH]C
4185,4185,CH2O2H(292) + CH2O2H(292) <=> OOCCOO(29316),[CH2]OO+[CH2]OO_OOCCOO
4186,4186,[CH2]C[O](761) + [O]OCCOO(28996) <=> CH2CHO(21) + OOCCOO(29316),[CH2]C[O]+[O]OCCOO_[CH2]C=O+OOCCOO
4187,4187,C[CH][O](947) + [O]OCCOO(28996) <=> CH2CHO(21) + OOCCOO(29316),C[CH][O]+[O]OCCOO_[CH2]C=O+OOCCOO
4188,4188,CH3CO(20) + [O]OCCOO(28996) <=> CH2CO(24) + OOCCOO(29316),C[C]=O+[O]OCCOO_C=C=O+OOCCOO
4189,4189,CH2CHO(21) + [O]OCCOO(28996) <=> CH2CO(24) + OOCCOO(29316),[CH2]C=O+[O]OCCOO_C=C=O+OOCCOO
4190,4190,C2H(4) + O=C(CCOO)OO(27398) <=> C2H2(25) + [O]OCCC(=O)OO(26892),[C]#C+O=C(CCOO)OO_C#C+[O]OCCC(=O)OO
4191,4191,C2H3(22) + [O]OCCOO(28996) <=> C2H2(25) + OOCCOO(29316),[CH]=C+[O]OCCOO_C#C+OOCCOO
