i,name,SMILES,unique_string
2312,PC2H4OH(59) + C4H71-1(192) <=> C2H3OH(58) + C4H8-1(188),[CH2]CO+[CH]=CCC_C=CCC+C=CO,65+113=61+112
2313,CH2CHO(21) + PC4H9(182) <=> C2H3OH(58) + C4H8-1(188),[CH2]C=O+[CH2]CCC_C=CCC+C=CO,24+56=61+112
2314,CH2CHO(21) + SC4H9(183) <=> C2H3OH(58) + C4H8-1(188),C[CH]CC+[CH2]C=O_C=CCC+C=CO,24+57=61+112
2315,CH2CHO(21) + PC2H4OH(59) <=> C2H3OH(58) + CH3CHO(35),[CH2]C=O+[CH2]CO_C=CO+CC=O,24+113=33+112
2316,CH3CO(20) + PC2H4OH(59) <=> C2H3OH(58) + CH3CHO(35),C[C]=O+[CH2]CO_C=CO+CC=O,23+113=33+112
2317,CH2CHO(21) + C2H5O(49) <=> C2H3OH(58) + CH3CHO(35),CC[O]+[CH2]C=O_C=CO+CC=O,24+40=33+112
2318,C2H5(33) + PC2H4OH(59) <=> C2H3OH(58) + C2H6(32),C[CH2]+[CH2]CO_C=CO+CC,32+113=31+112
2319,CH2CHO(21) + [CH2]C[CH2](688) <=> C2H3OH(58) + C3H5-A(94),[CH2]C=O+[CH2]C[CH2]_C=CO+[CH2]C=C,24+120=50+112
2320,PC2H4OH(59) + [CH2]C=C[CH2](2534) <=> C2H3OH(58) + C4H71-3(190),[CH2]C=C[CH2]+[CH2]CO_C=CO+C=C[CH]C,93+113=63+112
2321,CH2CHO(21) + [CH2]C[CH]C(748) <=> C2H3OH(58) + C4H71-3(190),[CH2]C=O+[CH2]C[CH]C_C=CO+C=C[CH]C,24+81=63+112
2322,CH2CHO(21) + C4H71-4(191) <=> C2H3OH(58) + C4H6(194),[CH2]C=O+[CH2]CC=C_C=CC=C+C=CO,24+64=66+112
2323,CH2CHO(21) + C4H71-3(190) <=> C2H3OH(58) + C4H6(194),C=C[CH]C+[CH2]C=O_C=CC=C+C=CO,24+63=66+112
2324,CH2CHO(21) + C3H5O(129) <=> C2H3OH(58) + C2H3CHO(74),C=CC[O]+[CH2]C=O_C=CC=O+C=CO,24+54=47+112
2325,OCHO(38) + PC2H4OH(59) <=> HOCHO(40) + C2H3OH(58),[CH2]CO+[O]C=O_C=CO+O=CO,34+113=35+112
2326,CH3O(31) + PC2H4OH(59) <=> CH3OH(30) + C2H3OH(58),C[O]+[CH2]CO_C=CO+CO,30+113=29+112
2327,CH2OH(34) + PC2H4OH(59) <=> CH3OH(30) + C2H3OH(58),[CH2]CO+[CH2]O_C=CO+CO,111+113=29+112
2328,PC2H4OH(59) + C3H5O(129) <=> C2H3OH(58) + C3H5OH(133),C=CC[O]+[CH2]CO_C=CCO+C=CO,54+113=112+115
2329,CH2CHO(21) + PC2H4OH(59) <=> C2H3OH(58) + C2H3OH(58),[CH2]C=O+[CH2]CO_C=CO+C=CO,24+113=112+112
2330,O(5) + C2H3OH(58) <=> [O]C[CH]O(993),C=CO+[O]_[O]C[CH]O,8+112=122
2331,C2H3OH(58) <=> OH(15) + C2H3(22),C=CO_[CH]=C+[OH],112=18+25
2332,C2H3OH(58) <=> H(14) + CH2CHO(21),C=CO_[CH2]C=O+[H],112=17+24
2333,C2H3OH(58) <=> CH2(23) + CH2O(9),C=CO_C=O+[CH2],112=12+26
2334,C2H3OH(58) <=> H(14) + CH3CO(20),C=CO_C[C]=O+[H],112=17+23
2335,HO2(16) + C2H3OH(58) <=> OH(15) + [O]C[CH]O(993),C=CO+[O]O_[OH]+[O]C[CH]O,19+112=18+122
2336,C2H4(11) + C2H3OH(58) <=> [CH2]CC(C)[O](766),C=C+C=CO_[CH2]CC(C)[O],14+112=82
2337,C2H4(11) + C2H3OH(58) <=> C4H8O1-3(214),C=C+C=CO_CC1CCO1,14+112=68
2338,C2H4(11) + C2H3OH(58) <=> OH(15) + C4H71-4(191),C=C+C=CO_[CH2]CC=C+[OH],14+112=18+64
2339,C2H4(11) + C2H3OH(58) <=> C2H4(11) + CH3CHO(35),C=C+C=CO_C=C+CC=O,14+112=14+33
2340,C2H4(11) + C2H3OH(58) <=> O(5) + [CH2]C[CH]C(748),C=C+C=CO_[CH2]C[CH]C+[O],14+112=8+81
2341,C2H4(11) + C2H3OH(58) <=> H(14) + C4H7O(202),C=C+C=CO_C=CC(C)[O]+[H],14+112=17+67
2342,C2H4(11) + C2H3OH(58) <=> CH2O(9) + C3H6(12),C=C+C=CO_C=CC+C=O,14+112=12+15
2343,CH2O(9) + C2H3OH(58) <=> OH(15) + C2H3OCH2(131),C=CO+C=O_[CH2]OC=C+[OH],12+112=18+55
2344,CH2O(9) + C2H3OH(58) <=> CH2(23) + [O]C[CH]O(993),C=CO+C=O_[CH2]+[O]C[CH]O,12+112=26+122
2345,CH2O(9) + C2H3OH(58) <=> H(14) + [CH2]C(O)C=O(5659),C=CO+C=O_[CH2]C(O)C=O+[H],12+112=17+124
2346,CH2O(9) + C2H3OH(58) <=> OH(15) + C3H5O(129),C=CO+C=O_C=CC[O]+[OH],12+112=18+54
2347,C2H3OH(58) + CH3CHO(35) <=> CH3(18) + [CH2]C(O)C=O(5659),C=CO+CC=O_[CH2]C(O)C=O+[CH3],33+112=21+124
2348,C2H3OH(58) + CH3CHO(35) <=> OH(15) + C4H7O(202),C=CO+CC=O_C=CC(C)[O]+[OH],33+112=18+67
2349,C2H3OH(58) + C2H3CHO(74) <=> CH2CHO(21) + C3H5O(129),C=CC=O+C=CO_C=CC[O]+[CH2]C=O,47+112=24+54
2350,HOCHO(40) + C2H3OH(58) <=> OH(15) + [CH2]C(O)C=O(5659),C=CO+O=CO_[CH2]C(O)C=O+[OH],35+112=18+124
2351,C2H3OH(58) + C2H3CHO(74) <=> C2H3(22) + [CH2]C(O)C=O(5659),C=CC=O+C=CO_[CH2]C(O)C=O+[CH]=C,47+112=25+124
2352,CO2(7) + C2H3OH(58) <=> CO(6) + [O]C[CH]O(993),C=CO+O=C=O_[O]C[CH]O+[C-]#[O+],10+112=9+122
2353,CH2OH(34) + [CH2]C[O](703) <=> CH2O(9) + PC2H4OH(59),[CH2]C[O]+[CH2]O_C=O+[CH2]CO,80+111=12+113
2354,CH3O(31) + [CH2]C[O](703) <=> CH2O(9) + PC2H4OH(59),C[O]+[CH2]C[O]_C=O+[CH2]CO,30+80=12+113
2355,PC2H4OH(59) + [CH2]C[CH]C(748) <=> C2H3OH(58) + SC4H9(183),[CH2]CO+[CH2]C[CH]C_C=CO+C[CH]CC,81+113=57+112
2356,[CH2]C[O](703) + SC4H9(183) <=> PC2H4OH(59) + C4H8-2(189),C[CH]CC+[CH2]C[O]_CC=CC+[CH2]CO,57+80=62+113
2357,PC2H4OH(59) + [CH2]C[CH]C(748) <=> C2H3OH(58) + PC4H9(182),[CH2]CO+[CH2]C[CH]C_C=CO+[CH2]CCC,81+113=56+112
2358,[CH2]C[O](703) + PC4H9(182) <=> PC2H4OH(59) + C4H8-1(188),[CH2]CCC+[CH2]C[O]_C=CCC+[CH2]CO,56+80=61+113
2359,[CH2]C[O](703) + SC4H9(183) <=> PC2H4OH(59) + C4H8-1(188),C[CH]CC+[CH2]C[O]_C=CCC+[CH2]CO,57+80=61+113
2360,[CH2]C[O](703) + C2H5O(49) <=> CH3CHO(35) + PC2H4OH(59),CC[O]+[CH2]C[O]_CC=O+[CH2]CO,40+80=33+113
2361,[CH2]C[O](703) + C4H71-4(191) <=> PC2H4OH(59) + C4H6(194),[CH2]CC=C+[CH2]C[O]_C=CC=C+[CH2]CO,64+80=66+113
2362,[CH2]C[O](703) + C4H71-3(190) <=> PC2H4OH(59) + C4H6(194),C=C[CH]C+[CH2]C[O]_C=CC=C+[CH2]CO,63+80=66+113
2363,CH3O2(45) + PC2H4OH(59) <=> CH3O2H(46) + C2H3OH(58),CO[O]+[CH2]CO_C=CO+COO,36+113=37+112
2364,PC2H4OH(59) + C2H5O2(47) <=> C2H3OH(58) + C2H5O2H(48),CCO[O]+[CH2]CO_C=CO+CCOO,38+113=39+112
2365,[CH2]C[O](703) + PC2H4OH(59) <=> C2H3OH(58) + PC2H4OH(59),[CH2]CO+[CH2]C[O]_C=CO+[CH2]CO,80+113=112+113
2366,CH3CO(20) + [CH2]C[O](703) <=> CH2CO(24) + PC2H4OH(59),C[C]=O+[CH2]C[O]_C=C=O+[CH2]CO,23+80=27+113
2367,CH2CHO(21) + [CH2]C[O](703) <=> CH2CO(24) + PC2H4OH(59),[CH2]C=O+[CH2]C[O]_C=C=O+[CH2]CO,24+80=27+113
2368,[CH2]C[O](703) + CC(CC[O])OO(777) <=> PC2H4OH(59) + NC4KET13(252),CC(CC[O])OO+[CH2]C[O]_CC(CC=O)OO+[CH2]CO,80+84=77+113
2369,CH2CHO(21) + CC(CC[O])OO(777) <=> C2H3OH(58) + NC4KET13(252),CC(CC[O])OO+[CH2]C=O_C=CO+CC(CC=O)OO,24+84=77+112
2370,PC2H4OH(59) + C4H8OOH1-3O2(225) <=> C2H3OH(58) + CC(CCOO)OO(787),CC(CCOO)O[O]+[CH2]CO_C=CO+CC(CCOO)OO,73+113=85+112
2371,PC2H4OH(59) + C4H8OOH2-4O2(229) <=> C2H3OH(58) + CC(CCOO)OO(787),CC(CCO[O])OO+[CH2]CO_C=CO+CC(CCOO)OO,74+113=85+112
2372,"PC2H4OH(59) + C4H72-2,4OOH(244) <=> C2H3OH(58) + CC(CCOO)OO(787)",C[C](CCOO)OO+[CH2]CO_C=CO+CC(CCOO)OO,76+113=85+112
2373,"PC2H4OH(59) + C4H71-1,3OOH(238) <=> C2H3OH(58) + CC(CCOO)OO(787)",CC(C[CH]OO)OO+[CH2]CO_C=CO+CC(CCOO)OO,75+113=85+112
2374,PC2H4OH(59) + CH3COCH2O2(72) <=> C2H3OH(58) + C3KET21(73),CC(=O)CO[O]+[CH2]CO_C=CO+CC(=O)COO,45+113=46+112
2375,PC2H4OH(59) + [CH2]C(=O)COO(911) <=> C2H3OH(58) + C3KET21(73),[CH2]C(=O)COO+[CH2]CO_C=CO+CC(=O)COO,87+113=46+112
2376,PC2H4OH(59) + SC4H9O2(186) <=> C2H3OH(58) + SC4H9O2H(187),CCC(C)O[O]+[CH2]CO_C=CO+CCC(C)OO,59+113=60+112
2377,PC2H4OH(59) + C4H8OOH2-4(223) <=> C2H3OH(58) + SC4H9O2H(187),[CH2]CC(C)OO+[CH2]CO_C=CO+CCC(C)OO,72+113=60+112
2378,OCHO(38) + [CH2]C[O](703) <=> CO2(7) + PC2H4OH(59),[CH2]C[O]+[O]C=O_O=C=O+[CH2]CO,34+80=10+113
2379,CH3O(31) + OC1CO1(5161) <=> CH3O(31) + [O]C[CH]O(993),C[O]+OC1CO1_C[O]+[O]C[CH]O,30+123=30+122
2380,CO2(7) + C2H3OH(58) <=> CO2(7) + CH3CHO(35),C=CO+O=C=O_CC=O+O=C=O,10+112=10+33
2381,CO2(7) + C2H3OH(58) <=> OCHO(38) + CH2CHO(21),C=CO+O=C=O_[CH2]C=O+[O]C=O,10+112=24+34
2382,CO2(7) + C2H3OH(58) <=> HOCHO(40) + CH2CO(24),C=CO+O=C=O_C=C=O+O=CO,10+112=27+35
2383,CH2CO(24) + C2H3OH(58) <=> HCCO(27) + PC2H4OH(59),C=C=O+C=CO_C#C[O]+[CH2]CO,27+112=110+113
2384,C2H4(11) + CH3CHO(35) <=> CH3(18) + C2H3OCH2(131),C=C+CC=O_[CH2]OC=C+[CH3],14+33=21+55
2385,HOCHO(40) + C2H3OH(58) <=> HOCHO(40) + CH3CHO(35),C=CO+O=CO_CC=O+O=CO,35+112=33+35
2386,HOCHO(40) + C3H6(12) <=> C2H3OH(58) + C2H3OH(58),C=CC+O=CO_C=CO+C=CO,15+35=112+112
2387,CO2(7) + C3H5OH(133) <=> CO2(7) + SC3H5OH(135),C=CCO+O=C=O_CC=CO+O=C=O,10+115=10+116
2388,H(14) + C2H3CHO(74) <=> H2(13) + C2H3CO(75),C=CC=O+[H]_C=C[C]=O+[H][H],17+47=16+114
2389,O(5) + C2H3CHO(74) <=> OH(15) + C2H3CO(75),C=CC=O+[O]_C=C[C]=O+[OH],8+47=18+114
2390,OH(15) + C2H3CHO(74) <=> H2O(8) + C2H3CO(75),C=CC=O+[OH]_C=C[C]=O+O,18+47=11+114
2391,O2(2) + C2H3CHO(74) <=> HO2(16) + C2H3CO(75),C=CC=O+[O][O]_C=C[C]=O+[O]O,5+47=19+114
2392,HO2(16) + C2H3CHO(74) <=> H2O2(17) + C2H3CO(75),C=CC=O+[O]O_C=C[C]=O+OO,19+47=20+114
2393,CH3(18) + C2H3CHO(74) <=> CH4(10) + C2H3CO(75),C=CC=O+[CH3]_C+C=C[C]=O,21+47=13+114
2394,C2H3(22) + C2H3CHO(74) <=> C2H4(11) + C2H3CO(75),C=CC=O+[CH]=C_C=C+C=C[C]=O,25+47=14+114
2395,CH3O(31) + C2H3CHO(74) <=> CH3OH(30) + C2H3CO(75),C=CC=O+C[O]_C=C[C]=O+CO,30+47=29+114
2396,CH3O2(45) + C2H3CHO(74) <=> CH3O2H(46) + C2H3CO(75),C=CC=O+CO[O]_C=C[C]=O+COO,36+47=37+114
2397,CO(6) + C2H3(22) <=> C2H3CO(75),[CH]=C+[C-]#[O+]_C=C[C]=O,9+25=114
2398,C2H3CHO(74) + SC4H9O2(186) <=> C2H3CO(75) + SC4H9O2H(187),C=CC=O+CCC(C)O[O]_C=C[C]=O+CCC(C)OO,47+59=60+114
2399,CO(6) + C2H4(11) <=> H(14) + C2H3CO(75),C=C+[C-]#[O+]_C=C[C]=O+[H],9+14=17+114
2400,CH2O(9) + C2H2(25) <=> H(14) + C2H3CO(75),C#C+C=O_C=C[C]=O+[H],12+28=17+114
2401,[CH2]C[O](703) + C2H3CO(75) <=> CH2CHO(21) + C2H3CHO(74),C=C[C]=O+[CH2]C[O]_C=CC=O+[CH2]C=O,80+114=24+47
2402,CH2CHO(21) + C2H3CHO(74) <=> CH3CHO(35) + C2H3CO(75),C=CC=O+[CH2]C=O_C=C[C]=O+CC=O,24+47=33+114
2403,C2H3OH(58) + C2H3CO(75) <=> CH2CHO(21) + C2H3CHO(74),C=CO+C=C[C]=O_C=CC=O+[CH2]C=O,112+114=24+47
2404,CH3CO(20) + C2H3CO(75) <=> CH2CO(24) + C2H3CHO(74),C=C[C]=O+C[C]=O_C=C=O+C=CC=O,23+114=27+47
2405,CH2CHO(21) + C2H3CO(75) <=> CH2CO(24) + C2H3CHO(74),C=C[C]=O+[CH2]C=O_C=C=O+C=CC=O,24+114=27+47
2406,C2H3(22) + C2H3CO(75) <=> C2H2(25) + C2H3CHO(74),C=C[C]=O+[CH]=C_C#C+C=CC=O,25+114=28+47
2407,HCO(19) + C2H3CO(75) <=> CO(6) + C2H3CHO(74),C=C[C]=O+[CH]=O_C=CC=O+[C-]#[O+],22+114=9+47
2408,OCHO(38) + C2H3CO(75) <=> CO2(7) + C2H3CHO(74),C=C[C]=O+[O]C=O_C=CC=O+O=C=O,34+114=10+47
2409,CH2OH(34) + C2H3CO(75) <=> CH2O(9) + C2H3CHO(74),C=C[C]=O+[CH2]O_C=CC=O+C=O,111+114=12+47
2410,CH3O(31) + C2H3CO(75) <=> CH2O(9) + C2H3CHO(74),C=C[C]=O+C[O]_C=CC=O+C=O,30+114=12+47
2411,C2H5(33) + C2H3CO(75) <=> C2H4(11) + C2H3CHO(74),C=C[C]=O+C[CH2]_C=C+C=CC=O,32+114=14+47
2412,C2H3CO(75) + NC3H7(92) <=> C2H3CHO(74) + C3H6(12),C=C[C]=O+[CH2]CC_C=CC+C=CC=O,48+114=15+47
2413,C2H3CO(75) + IC3H7(93) <=> C2H3CHO(74) + C3H6(12),C=C[C]=O+C[CH]C_C=CC+C=CC=O,49+114=15+47
2414,C2H5(33) + C2H3CHO(74) <=> C2H6(32) + C2H3CO(75),C=CC=O+C[CH2]_C=C[C]=O+CC,32+47=31+114
2415,C2H3CHO(74) + SC4H9(183) <=> C2H3CO(75) + butane(1),C=CC=O+C[CH]CC_C=C[C]=O+CCCC,47+57=4+114
2416,C2H5O2H(48) + C2H3CO(75) <=> C2H5O2(47) + C2H3CHO(74),C=C[C]=O+CCOO_C=CC=O+CCO[O],39+114=38+47
2417,C2H3CO(75) + SC4H9(183) <=> C2H3CHO(74) + C4H8-2(189),C=C[C]=O+C[CH]CC_C=CC=O+CC=CC,57+114=47+62
2418,C2H3CO(75) + PC4H9(182) <=> C2H3CHO(74) + C4H8-1(188),C=C[C]=O+[CH2]CCC_C=CC=O+C=CCC,56+114=47+61
2419,C2H3CO(75) + SC4H9(183) <=> C2H3CHO(74) + C4H8-1(188),C=C[C]=O+C[CH]CC_C=CC=O+C=CCC,57+114=47+61
2420,C2H5O(49) + C2H3CO(75) <=> CH3CHO(35) + C2H3CHO(74),C=C[C]=O+CC[O]_C=CC=O+CC=O,40+114=33+47
2421,C2H3CO(75) + [CH2]C[CH2](688) <=> C2H3CHO(74) + C3H5-A(94),C=C[C]=O+[CH2]C[CH2]_C=CC=O+[CH2]C=C,114+120=47+50
2422,C2H3CO(75) + C3H6(12) <=> C2H3CHO(74) + C3H5-A(94),C=CC+C=C[C]=O_C=CC=O+[CH2]C=C,15+114=47+50
2423,C2H3CO(75) + [CH2]C[CH]C(748) <=> C2H3CHO(74) + C4H71-3(190),C=C[C]=O+[CH2]C[CH]C_C=CC=O+C=C[CH]C,81+114=47+63
2424,C2H3CO(75) + C4H8-1(188) <=> C2H3CHO(74) + C4H71-3(190),C=CCC+C=C[C]=O_C=CC=O+C=C[CH]C,61+114=47+63
2425,C2H3CO(75) + C4H8-2(189) <=> C2H3CHO(74) + C4H71-3(190),C=C[C]=O+CC=CC_C=CC=O+C=C[CH]C,62+114=47+63
2426,C2H3CO(75) + C4H71-4(191) <=> C2H3CHO(74) + C4H6(194),C=C[C]=O+[CH2]CC=C_C=CC=C+C=CC=O,64+114=47+66
2427,C2H3CO(75) + C4H71-3(190) <=> C2H3CHO(74) + C4H6(194),C=C[CH]C+C=C[C]=O_C=CC=C+C=CC=O,63+114=47+66
2428,C2H3CO(75) + C3H5O(129) <=> C2H3CHO(74) + C2H3CHO(74),C=CC[O]+C=C[C]=O_C=CC=O+C=CC=O,54+114=47+47
2429,C2H3CHO(74) <=> H(14) + C2H3CO(75),C=CC=O_C=C[C]=O+[H],47=17+114
2430,C2H3CHO(74) + C2H3CHO(74) <=> C2H3CO(75) + C3H5O(129),C=CC=O+C=CC=O_C=CC[O]+C=C[C]=O,47+47=54+114
2431,C2H3CO(75) + CC(CC[O])OO(777) <=> C2H3CHO(74) + NC4KET13(252),C=C[C]=O+CC(CC[O])OO_C=CC=O+CC(CC=O)OO,84+114=47+77
2432,C2H3CO(75) + C3KET21(73) <=> C2H3CHO(74) + CH3COCH2O2(72),C=C[C]=O+CC(=O)COO_C=CC=O+CC(=O)CO[O],46+114=45+47
2433,C2H3CO(75) + CC(CCOO)OO(787) <=> C2H3CHO(74) + C4H8OOH2-4O2(229),C=C[C]=O+CC(CCOO)OO_C=CC=O+CC(CCO[O])OO,85+114=47+74
2434,C2H3CO(75) + CC(CCOO)OO(787) <=> C2H3CHO(74) + C4H8OOH1-3O2(225),C=C[C]=O+CC(CCOO)OO_C=CC=O+CC(CCOO)O[O],85+114=47+73
2435,C2H3CHO(74) + [CH2]C(=O)COO(911) <=> C2H3CO(75) + C3KET21(73),C=CC=O+[CH2]C(=O)COO_C=C[C]=O+CC(=O)COO,47+87=46+114
2436,C2H3CHO(74) + PC4H9(182) <=> C2H3CO(75) + butane(1),C=CC=O+[CH2]CCC_C=C[C]=O+CCCC,47+56=4+114
2437,CH2O(9) + C2H3CO(75) <=> HCO(19) + C2H3CHO(74),C=C[C]=O+C=O_C=CC=O+[CH]=O,12+114=22+47
2438,C2H3CO(75) + [CH2]C[CH]C(748) <=> C2H3CHO(74) + C4H71-4(191),C=C[C]=O+[CH2]C[CH]C_C=CC=O+[CH2]CC=C,81+114=47+64
2439,C2H3CHO(74) + C4H71-4(191) <=> C2H3CO(75) + C4H8-1(188),C=CC=O+[CH2]CC=C_C=CCC+C=C[C]=O,47+64=61+114
2440,CH3CHO(35) + C2H3CO(75) <=> CH3CO(20) + C2H3CHO(74),C=C[C]=O+CC=O_C=CC=O+C[C]=O,33+114=23+47
2441,CO2(7) + C2H3CHO(74) <=> OCHO(38) + C2H3CO(75),C=CC=O+O=C=O_C=C[C]=O+[O]C=O,10+47=34+114
2442,[CH2]C(O)C=O(5659) <=> H2O(8) + C2H3CO(75),[CH2]C(O)C=O_C=C[C]=O+O,124=11+114
2443,CO(6) + PC2H4OH(59) <=> H2O(8) + C2H3CO(75),[CH2]CO+[C-]#[O+]_C=C[C]=O+O,9+113=11+114
2444,PC2H4OH(59) + C2H3CO(75) <=> C2H3OH(58) + C2H3CHO(74),C=C[C]=O+[CH2]CO_C=CC=O+C=CO,113+114=47+112
2445,HCO(19) + C2H3OH(58) <=> H2O(8) + C2H3CO(75),C=CO+[CH]=O_C=C[C]=O+O,22+112=11+114
2446,HCCO(27) + C2H3CHO(74) <=> CH2CO(24) + C2H3CO(75),C#C[O]+C=CC=O_C=C=O+C=C[C]=O,47+110=27+114
2447,C2H3CHO(74) + C4H71-1(192) <=> C2H3CO(75) + C4H8-1(188),C=CC=O+[CH]=CCC_C=CCC+C=C[C]=O,47+65=61+114
2448,OCHO(38) + C2H3CHO(74) <=> HOCHO(40) + C2H3CO(75),C=CC=O+[O]C=O_C=C[C]=O+O=CO,34+47=35+114
2449,CH2OH(34) + C2H3CHO(74) <=> CH3OH(30) + C2H3CO(75),C=CC=O+[CH2]O_C=C[C]=O+CO,47+111=29+114
2450,C2H3CO(75) <=> CH2(23) + HCCO(27),C=C[C]=O_C#C[O]+[CH2],114=26+110
2451,"OH(15) + CC(CCOO)OO(787) <=> H2O(8) + C4H72-2,4OOH(244)",CC(CCOO)OO+[OH]_C[C](CCOO)OO+O,18+85=11+76
2452,"OH(15) + CC(CCOO)OO(787) <=> H2O(8) + C4H71-1,3OOH(238)",CC(CCOO)OO+[OH]_CC(C[CH]OO)OO+O,18+85=11+75
2453,O2(2) + C2H3CO(75) <=> C=CC(=O)O[O](13050),C=C[C]=O+[O][O]_C=CC(=O)O[O],5+114=129
2454,C=CC(=O)O[O](13050) <=> CO2(7) + CH2CHO(21),C=CC(=O)O[O]_O=C=O+[CH2]C=O,129=10+24
2455,PC2H4OH(59) + [CH2]C[CH2](688) <=> C2H3OH(58) + NC3H7(92),[CH2]CO+[CH2]C[CH2]_C=CO+[CH2]CC,113+120=48+112
2456,PC2H4OH(59) + [CH2]C=C[CH2](2534) <=> C2H3OH(58) + C4H71-4(191),[CH2]C=C[CH2]+[CH2]CO_C=CO+[CH2]CC=C,93+113=64+112
2457,CH2CHO(21) + [CH2]C[CH]C(748) <=> C2H3OH(58) + C4H71-4(191),[CH2]C=O+[CH2]C[CH]C_C=CO+[CH2]CC=C,24+81=64+112
2458,CO2(7) + SC3H5OH(135) <=> HOCHO(40) + C2H3CHO(74),CC=CO+O=C=O_C=CC=O+O=CO,10+116=35+47
2459,CO2(7) + C4H8-2(189) <=> HCO(19) + C4H7O(202),CC=CC+O=C=O_C=CC(C)[O]+[CH]=O,10+62=22+67
2460,CO2(7) + C4H8-2(189) <=> HOCHO(40) + C4H6(194),CC=CC+O=C=O_C=CC=C+O=CO,10+62=35+66
2461,O(5) + C3H5OH(133) <=> OH(15) + C3H5O(129),C=CCO+[O]_C=CC[O]+[OH],8+115=18+54
2462,C2H2(25) + CH2CO(24) <=> HCCO(27) + C2H3(22),C#C+C=C=O_C#C[O]+[CH]=C,27+28=25+110
2463,O2(2) + OH(15) <=> O=O(694) + OH(15),[OH]+[O][O]_O=O+[OH],5+18=18+121
2464,O(5) + HO2(16) <=> O=O(694) + OH(15),[O]+[O]O_O=O+[OH],8+19=18+121
2465,CH3COCH2O2(72) <=> O=O(694) + CH3COCH2(70),CC(=O)CO[O]_O=O+[CH2]C(C)=O,45=43+121
2466,[CH2]C(=O)COO(911) <=> O=O(694) + CH3COCH2(70),[CH2]C(=O)COO_O=O+[CH2]C(C)=O,87=43+121
2467,CO(6) + C2H5O2(47) <=> O=O(694) + CH3COCH2(70),CCO[O]+[C-]#[O+]_O=O+[CH2]C(C)=O,9+38=43+121
2468,OH(15) + O=C1COC1(917) <=> O=O(694) + CH3COCH2(70),O=C1COC1+[OH]_O=O+[CH2]C(C)=O,18+88=43+121
2469,HO2(16) + C3H5-A(94) <=> O=O(694) + C3H6(12),[CH2]C=C+[O]O_C=CC+O=O,19+50=15+121
2470,O=O(694) <=> O2(2),O=O_[O][O],121=5
2471,C2H5(33) + IC3H7(93) <=> C3H8 + C2H4(11),C[CH2]+C[CH]C_C=C+CCC,32+49=14+130
2472,C2H5(33) + C4H9 <=> C4H10 + C2H4(11),C[CH2]+C[C](C)C_C=C+CC(C)C,32+131=14+132
2473,C2H3S + NC3H7(92) <=> C2H4S + C3H6(12),[CH2]CC+[S]C=C_C=CC+SC=C,48+133=15+134
2474,C4H71-3(190) + C2H5S <=> C4H8-1(188) + C2H4S-2,C=C[CH]C+CC[S]_C=CCC+CC=S,63+135=61+136
2475,C5H7 + C2H5S <=> C5H8 + C2H4S-2,C=C[CH]C=C+CC[S]_C=CCC=C+CC=S,135+137=136+138
2476,C2H3S + C4H9-2 <=> C2H4S + C4H8-2,[CH2]C(C)C+[S]C=C_C=C(C)C+SC=C,133+139=134+140
2477,C4H9-2 + CH3S <=> CH4S + C4H8-2,C[S]+[CH2]C(C)C_C=C(C)C+CS,139+141=140+142
2478,NC3H7(92) + IC3H7(93) <=> C3H8 + C3H6(12),C[CH]C+[CH2]CC_C=CC+CCC,48+49=15+130
2479,NC3H7(92) + C4H9 <=> C4H10 + C3H6(12),C[C](C)C+[CH2]CC_C=CC+CC(C)C,48+131=15+132
2480,HS2 + C5H9 <=> H2S2 + C5H8-2,C=C[CH]CC+[S]S_C=CC=CC+SS,143+144=145+146
2481,HS2 + CH3S-2 <=> H2S2 + CH2S,[CH2]S+[S]S_C=S+SS,143+147=145+148
2482,C4H9-2 + O2(2) <=> HO2(16) + C4H8-2,[CH2]C(C)C+[O][O]_C=C(C)C+[O]O,5+139=19+140
2483,C2H(4) + C4H9-2 <=> C2H2(25) + C4H8-2,[CH2]C(C)C+[C]#C_C#C+C=C(C)C,7+139=28+140
2484,H(14) + C4H9-2 <=> H2(13) + C4H8-2,[CH2]C(C)C+[H]_C=C(C)C+[H][H],17+139=16+140
2485,CH3(18) + C4H9-2 <=> CH4(10) + C4H8-2,[CH2]C(C)C+[CH3]_C+C=C(C)C,21+139=13+140
2486,C4H9-2 + C2H5(33) <=> C2H6(32) + C4H8-2,C[CH2]+[CH2]C(C)C_C=C(C)C+CC,32+139=31+140
2487,CH2OH(34) + C4H9-2 <=> CH3OH(30) + C4H8-2,[CH2]C(C)C+[CH2]O_C=C(C)C+CO,111+139=29+140
2488,C3H5-A(94) + C4H9-2 <=> C3H6(12) + C4H8-2,[CH2]C(C)C+[CH2]C=C_C=C(C)C+C=CC,50+139=15+140
2489,C4H9-2 + IC3H7(93) <=> C3H8 + C4H8-2,C[CH]C+[CH2]C(C)C_C=C(C)C+CCC,49+139=130+140
2490,C4H9-2 + C4H9 <=> C4H10 + C4H8-2,C[C](C)C+[CH2]C(C)C_C=C(C)C+CC(C)C,131+139=132+140
2491,C2H3(22) + C4H9-2 <=> C2H4(11) + C4H8-2,[CH2]C(C)C+[CH]=C_C=C+C=C(C)C,25+139=14+140
2492,OH(15) + C4H9-2 <=> H2O(8) + C4H8-2,[CH2]C(C)C+[OH]_C=C(C)C+O,18+139=11+140
