i,name,SMILES,unique_string
8386,C7H12O2(8871) <=> C3H4O2(606) + C4H8(46),C=CC(C)C(O)C(C)=O_CC(=O)C=O+CC=CC,458=62+394
8387,CO(6) + C6H12O(1866) <=> C7H12O2(8871),[C-]#[O+]+C=CC(C)C(C)O_C=CC(C)C(O)C(C)=O,9+431=458
8388,C2H4(11) + C3H4O2(606) <=> C2H4(11) + C3H4O2(956),C=C+CC(=O)C=O_C=C+CC([O])=C[O],14+394=14+406
8389,C2H4(11) + C3H4O2(606) <=> CO(6) + C4H8O(138),C=C+CC(=O)C=O_[C-]#[O+]+[CH2]CC(C)[O],14+394=9+82
8390,C2H2O(585) + C3H4O2(956) <=> C2H2O(585) + C3H4O2(615),C=C=O+CC([O])=C[O]_C=C=O+C=C([O])C[O],27+406=27+89
8391,CO(6) + C6H12O(1835) <=> C7H12O2(7993),[C-]#[O+]+CC=CCC(C)O_CC=CCC(O)C(C)=O,9+429=449
8392,C7H12O2(7993) <=> C3H4O2(606) + C4H8(47),CC=CCC(O)C(C)=O_CC(=O)C=O+C=CCC,449=61+394
8393,C7H12O2(8871) <=> C7H12O2(7993),C=CC(C)C(O)C(C)=O_CC=CCC(O)C(C)=O,458=449
8394,C2H4O(35) + C3H4O2(606) <=> C2H3(37) + C3H5O3(593),CC=O+CC(=O)C=O_[CH]=C+CC(=O)CO[O],33+394=25+45
8395,C6H10O2(9367) <=> C3H4O2(606) + C3H6(12),C=CCC(O)C(C)=O_CC(=O)C=O+C=CC,466=15+394
8396,[CH2]CCCO(1010) + C4H9O4(8495) <=> C4H8O(114) + C4H10O4(10151),[CH2]CCCO+CC(O[O])C(C)OO_C=CCCO+CC(OO)C(C)OO,291+313=316+382
8397,C7H12O5(8831) <=> C3H4O2(606) + C4H8O3(158),CC(=O)C(O)OC(C)=CCOO_CC(=O)C=O+CC(=O)CCOO,451=78+394
8398,CO(6) + C6H12O4(1814) <=> C7H12O5(8831),[C-]#[O+]+CC(=CCOO)OC(C)O_CC(=O)C(O)OC(C)=CCOO,9+425=451
8399,C7H12O5(8845) <=> C3H4O2(606) + C4H8O3(156),CC(=O)C(O)OC=CC(C)OO_CC(=O)C=O+CC(CC=O)OO,456=77+394
8400,CO(6) + C6H12O4(1825) <=> C7H12O5(8845),[C-]#[O+]+CC(O)OC=CC(C)OO_CC(=O)C(O)OC=CC(C)OO,9+427=456
8401,C7H12O2(8870) <=> C3H4O2(606) + C4H8(46),C=CC(C)C(C)(O)C=O_CC(=O)C=O+CC=CC,457=62+394
8402,CO(6) + C6H12O(1866) <=> C7H12O2(8870),[C-]#[O+]+C=CC(C)C(C)O_C=CC(C)C(C)(O)C=O,9+431=457
8403,C7H12O5(8835) <=> C3H4O2(606) + C4H8O3(158),C=C(CCOO)OC(O)C(C)=O_CC(=O)C=O+CC(=O)CCOO,453=78+394
8404,CO(6) + C6H12O4(1816) <=> C7H12O5(8835),[C-]#[O+]+C=C(CCOO)OC(C)O_C=C(CCOO)OC(O)C(C)=O,9+426=453
8405,CO(6) + C6H12O(1835) <=> C7H12O2(7987),[C-]#[O+]+CC=CCC(C)O_CC=CCC(C)(O)C=O,9+429=448
8406,C7H12O2(7987) <=> C3H4O2(606) + C4H8(47),CC=CCC(C)(O)C=O_CC(=O)C=O+C=CCC,448=61+394
8407,C7H12O2(8870) <=> C7H12O2(7987),C=CC(C)C(C)(O)C=O_CC=CCC(C)(O)C=O,457=448
8408,C8H16O6(1119) <=> C4H8O3(158) + C4H8O3(1054),CC(=CCOO)OC(O)CCCOO_CC(=O)CCOO+O=CCCCOO,408=78+296
8409,CO(6) + C5H8O3(1859) <=> C6H8O4(7516),[C-]#[O+]+CC(O)OC1=COC1_CC(=O)C(O)OC1=COC1,9+430=446
8410,C6H8O4(7516) <=> C3H4O2(606) + C3H4O2(622),CC(=O)C(O)OC1=COC1_CC(=O)C=O+O=C1COC1,446=88+394
8411,C6H8O4(11844) <=> C6H8O4(7516),[CH2]C(=C[O])OC(O)C(C)=O_CC(=O)C(O)OC1=COC1,490=446
8412,CO(6) + C5H8O3(2034) <=> C6H8O4(11844),[C-]#[O+]+[CH2]C(=C[O])OC(C)O_[CH2]C(=C[O])OC(O)C(C)=O,9+432=490
8413,C6H8O4(11844) <=> C3H4O2(615) + C3H4O2(606),[CH2]C(=C[O])OC(O)C(C)=O_C=C([O])C[O]+CC(=O)C=O,490=89+394
8414,C6H8O4(11844) <=> C3H4O2(606) + C3H4O2(956),[CH2]C(=C[O])OC(O)C(C)=O_CC(=O)C=O+CC([O])=C[O],490=394+406
8415,C6H8O4(9413) <=> C3H4O2(606) + C3H4O2(606),C=C(C=O)OC(O)C(C)=O_CC(=O)C=O+CC(=O)C=O,469=394+394
8416,C6H8O4(11844) => C6H8O4(9413),[CH2]C(=C[O])OC(O)C(C)=O_C=C(C=O)OC(O)C(C)=O,490=469
8417,C7H12O5(8877) <=> C3H4O2(606) + C4H8O3(1054),CC(=O)C(O)OC=CCCOO_CC(=O)C=O+O=CCCCOO,459=296+394
8418,C6H10O2(9366) <=> C3H4O2(606) + C3H6(12),C=CCC(C)(O)C=O_CC(=O)C=O+C=CC,465=15+394
8419,C7H12O5(3346) => C7H12O5(3716),[CH2]C(=C[O])OC(O)CC(C)OO_C=C(C=O)OC(O)CC(C)OO,437=439
8420,C7H12O5(3716) <=> C3H4O2(606) + C4H8O3(156),C=C(C=O)OC(O)CC(C)OO_CC(=O)C=O+CC(CC=O)OO,439=77+394
8421,CO(6) + C6H12O4(1827) <=> C7H12O5(3716),[C-]#[O+]+C=COC(O)CC(C)OO_C=C(C=O)OC(O)CC(C)OO,9+428=439
8422,C7H12O5(8844) <=> C3H4O2(606) + C4H8O3(156),CC(C=COC(C)(O)C=O)OO_CC(=O)C=O+CC(CC=O)OO,455=77+394
8423,CO(6) + C6H12O4(1825) <=> C7H12O5(8844),[C-]#[O+]+CC(O)OC=CC(C)OO_CC(C=COC(C)(O)C=O)OO,9+427=455
8424,C6H8O4(9417) <=> C3H4O2(606) + C3H4O2(606),CC(=O)C(O)OC(C)=C=O_CC(=O)C=O+CC(=O)C=O,470=394+394
8425,C6H8O4(11844) <=> C6H8O4(9417),[CH2]C(=C[O])OC(O)C(C)=O_CC(=O)C(O)OC(C)=C=O,490=470
8426,C7H12O5(8830) <=> C3H4O2(606) + C4H8O3(158),CC(=CCOO)OC(C)(O)C=O_CC(=O)C=O+CC(=O)CCOO,450=78+394
8427,CO(6) + C6H12O4(1814) <=> C7H12O5(8830),[C-]#[O+]+CC(=CCOO)OC(C)O_CC(=CCOO)OC(C)(O)C=O,9+425=450
8428,C2H4O(35) + C3H4O2(606) <=> C5H8O3(8900),CC=O+CC(=O)C=O_C=COC(O)C(C)=O,33+394=460
8429,C2H4O(35) + C3H4O2(956) <=> C5H8O3(8900),CC=O+CC([O])=C[O]_C=COC(O)C(C)=O,33+406=460
8430,CO(6) + C5H8O3(8900) <=> C6H8O4(9413),[C-]#[O+]+C=COC(O)C(C)=O_C=C(C=O)OC(O)C(C)=O,9+460=469
8431,C7H12O5(8834) <=> C3H4O2(606) + C4H8O3(158),C=C(CCOO)OC(C)(O)C=O_CC(=O)C=O+CC(=O)CCOO,452=78+394
8432,CO(6) + C6H12O4(1816) <=> C7H12O5(8834),[C-]#[O+]+C=C(CCOO)OC(C)O_C=C(CCOO)OC(C)(O)C=O,9+426=452
8433,C10H16O4(10135) <=> C3H4O2(606) + C7H12O2(7993),C=CC(CC(O)C(C)=O)C(O)C(C)=O_CC(=O)C=O+CC=CCC(O)C(C)=O,479=394+449
8434,C6H10O5(9377) <=> C3H4O2(606) + C3H6O3(434),CC(=O)C(O)OC=CCOO_CC(=O)C=O+O=CCCOO,467=282+394
8435,C8H16O6(1121) <=> C4H8O3(158) + C4H8O3(1054),C=C(CCOO)OC(O)CCCOO_CC(=O)CCOO+O=CCCCOO,409=78+296
8436,C6H9O3(10243) <=> C3H4O2(606) + C3H5O(175),C=C([O])CC(O)C(C)=O_CC(=O)C=O+C=C(C)[O],480=43+394
8437,C10H16O4(10133) <=> C3H4O2(606) + C7H12O2(7993),CC(=O)C(O)C=CC(C)C(O)C(C)=O_CC(=O)C=O+CC=CCC(O)C(C)=O,478=394+449
8438,C8H16O6(522) <=> C4H8O3(158) + C4H8O3(156),CC(C=COC(C)(O)CCOO)OO_CC(=O)CCOO+CC(CC=O)OO,390=77+78
8439,C6H8O4(9412) <=> C3H4O2(606) + C3H4O2(606),C=C(C=O)OC(C)(O)C=O_CC(=O)C=O+CC(=O)C=O,468=394+394
8440,C7H12O5(6912) => C7H12O5(7225),[CH2]C(=C[O])OC(O)CCCOO_C=C(C=O)OC(O)CCCOO,444=445
8441,C7H12O5(7225) <=> C3H4O2(606) + C4H8O3(1054),C=C(C=O)OC(O)CCCOO_CC(=O)C=O+O=CCCCOO,445=296+394
8442,C8H16O6(190) <=> C4H8O3(158) + C4H8O3(158),CC(=CCOO)OC(C)(O)CCOO_CC(=O)CCOO+CC(=O)CCOO,383=78+78
8443,C7H14O3(287) <=> C3H6(12) + C4H8O3(158),C=CCC(C)(O)CCOO_C=CC+CC(=O)CCOO,385=15+78
8444,C7H14O6(1370) <=> C3H6O3(434) + C4H8O3(156),CC(C=COC(O)CCOO)OO_O=CCCOO+CC(CC=O)OO,416=77+282
8445,OCCC1CO1(247) <=> O(5) + C4H8O(114),OCCC1CO1_[O]+C=CCCO,103=8+382
8446,C2H4O(35) + C3H6(12) <=> C5H10O(2668),CC=O+C=CC_C=CCC(C)O,15+33=436
8447,CO(6) + C5H10O(2668) <=> C6H10O2(9367),[C-]#[O+]+C=CCC(C)O_C=CCC(O)C(C)=O,9+436=466
8448,CO(6) + C5H10O(2668) <=> C6H10O2(9366),[C-]#[O+]+C=CCC(C)O_C=CCC(C)(O)C=O,9+436=465
8449,CH2O(9) + C4H8(46) <=> C2H4O(448) + C3H6(12),C=O+CC=CC_C=CO+C=CC,12+62=15+112
8450,CH2O(9) + C3H6(12) <=> C2H4(11) + C2H4O(448),C=O+C=CC_C=C+C=CO,12+15=14+112
8451,C2H4O(35) + C2H4O(35) <=> C2H4O(448) + C2H4O(35),CC=O+CC=O_C=CO+CC=O,33+33=33+112
8452,C2H4O(448) + C3H4O2(622) <=> C2H4O(35) + C3H4O2(622),C=CO+O=C1COC1_CC=O+O=C1COC1,88+112=33+88
8453,CH2O(9) + C3H5O(175) <=> C2H3O(442) + C2H4O(448),C=O+C=C(C)[O]_C=C[O]+C=CO,12+43=24+112
8454,C6H12O(1835) <=> C2H4O(448) + C4H8(47),CC=CCC(C)O_C=CO+C=CCC,429=61+112
8455,CH2O(9) + C4H8(47) <=> C2H4O(448) + C3H6(12),C=O+C=CCC_C=CO+C=CC,12+61=15+112
8456,C2H4O(448) + C3H6(12) <=> C5H10O(657),C=CO+C=CC_CC=CCCO,15+112=399
8457,C2H4O(448) + C3H6(12) <=> C5H10O(825),C=CO+C=CC_C=CC(C)CO,15+112=403
8458,C2H4O(35) + C3H5O(175) <=> C2H4O(448) + C3H5O(175),CC=O+C=C(C)[O]_C=CO+C=C(C)[O],33+43=43+112
8459,CC1CCO1(112) <=> C2H4(11) + C2H4O(448),CC1CCO1_C=C+C=CO,68=14+112
8460,C2H4(11) + C2H4O(448) <=> C4H8O(114),C=C+C=CO_C=CCCO,14+112=382
8461,C2H4O(448) + C4H8(46) <=> C6H12O(1866),C=CO+CC=CC_C=CC(C)C(C)O,62+112=431
8462,C6H12O(1866) <=> C2H4O(448) + C4H8(46),C=CC(C)C(C)O_C=CO+CC=CC,431=62+112
8463,C2H4O(35) + C3H4O2(622) <=> C2H4O(448) + C3H4O2(615),CC=O+O=C1COC1_C=CO+C=C([O])C[O],33+88=89+112
8464,C2H4O(35) + C3H4O2(622) <=> C2H4O(448) + C3H4O2(956),CC=O+O=C1COC1_C=CO+CC([O])=C[O],33+88=112+406
8465,C5H8O3(2034) <=> C2H4O(448) + C3H4O2(615),[CH2]C(=C[O])OC(C)O_C=CO+C=C([O])C[O],432=89+112
8466,C5H8O3(2034) <=> C2H4O(448) + C3H4O2(956),[CH2]C(=C[O])OC(C)O_C=CO+CC([O])=C[O],432=112+406
8467,C6H12O4(1825) <=> C2H4O(448) + C4H8O3(156),CC(O)OC=CC(C)OO_C=CO+CC(CC=O)OO,427=77+112
8468,C6H12O4(1814) <=> C2H4O(448) + C4H8O3(158),CC(=CCOO)OC(C)O_C=CO+CC(=O)CCOO,425=78+112
8469,C5H8O3(2034) <=> C2H4O(448) + C3H4O2(622),[CH2]C(=C[O])OC(C)O_C=CO+O=C1COC1,432=88+112
8470,C2H4O(448) + C3H4O2(622) <=> C5H8O3(1859),C=CO+O=C1COC1_CC(O)OC1=COC1,88+112=430
8471,C5H8O3(1859) <=> C2H4O(448) + C3H4O2(615),CC(O)OC1=COC1_C=CO+C=C([O])C[O],430=89+112
8472,C5H8O3(1859) <=> C2H4O(448) + C3H4O2(956),CC(O)OC1=COC1_C=CO+CC([O])=C[O],430=112+406
8473,C6H12O4(1816) <=> C2H4O(448) + C4H8O3(158),C=C(CCOO)OC(C)O_C=CO+CC(=O)CCOO,426=78+112
8474,C2H4O(35) + C3H4O2(956) <=> C2H4O(448) + C3H4O2(615),CC=O+CC([O])=C[O]_C=CO+C=C([O])C[O],33+406=89+112
8475,C2H4O(35) + C3H4O2(956) <=> C2H4O(448) + C3H4O2(956),CC=O+CC([O])=C[O]_C=CO+CC([O])=C[O],33+406=112+406
8476,C2H4O(35) + C3H4O2(956) <=> C2H4O(448) + C3H4O2(622),CC=O+CC([O])=C[O]_C=CO+O=C1COC1,33+406=88+112
8477,C2H4O(448) + C3H4O2(606) <=> C2H4O(35) + C3H4O2(606),C=CO+CC(=O)C=O_CC=O+CC(=O)C=O,112+394=33+394
8478,C2H4O(35) + C3H4O2(606) <=> C2H4O(448) + C3H4O2(615),CC=O+CC(=O)C=O_C=CO+C=C([O])C[O],33+394=89+112
8479,C2H4O(35) + C3H4O2(606) <=> C2H4O(448) + C3H4O2(956),CC=O+CC(=O)C=O_C=CO+CC([O])=C[O],33+394=112+406
8480,C2H4O(35) + C3H4O2(606) <=> C2H4O(448) + C3H4O2(622),CC=O+CC(=O)C=O_C=CO+O=C1COC1,33+394=88+112
8481,C2H4O(448) + C3H6(12) <=> C5H10O(2668),C=CO+C=CC_C=CCC(C)O,15+112=436
8482,C2H4O(448) + C2H4O(35) <=> C2H4O(448) + C2H4O(448),C=CO+CC=O_C=CO+C=CO,33+112=112+112
8483,C2H4O(448) + C3H4O2(622) <=> C2H4O(35) + C3H4O2(615),C=CO+O=C1COC1_CC=O+C=C([O])C[O],88+112=33+89
8484,C2H4O(448) + C3H4O2(622) <=> C2H4O(448) + C3H4O2(615),C=CO+O=C1COC1_C=CO+C=C([O])C[O],88+112=89+112
8485,C2H4O(448) + C3H4O2(622) <=> C2H4O(448) + C3H4O2(956),C=CO+O=C1COC1_C=CO+CC([O])=C[O],88+112=112+406
8486,C2H4O(448) + C3H4O2(606) <=> C2H4O(448) + C3H4O2(956),C=CO+CC(=O)C=O_C=CO+CC([O])=C[O],112+394=112+406
8487,C2H4O(448) + C3H4O2(606) <=> C5H8O3(2034),C=CO+CC(=O)C=O_[CH2]C(=C[O])OC(C)O,112+394=432
8488,C2H4O(448) + C3H4O2(606) <=> C5H8O3(1859),C=CO+CC(=O)C=O_CC(O)OC1=COC1,112+394=430
8489,C2H4O(448) + C3H4O2(606) <=> C2H4O(35) + C3H4O2(615),C=CO+CC(=O)C=O_CC=O+C=C([O])C[O],112+394=33+89
8490,C2H4O(448) + C3H4O2(606) <=> C2H4O(448) + C3H4O2(615),C=CO+CC(=O)C=O_C=CO+C=C([O])C[O],112+394=89+112
8491,C2H4O(35) + C3H4O2(956) <=> C2H4O(448) + C3H4O2(606),CC=O+CC([O])=C[O]_C=CO+CC(=O)C=O,33+406=112+394
8492,C2H4O(448) + C3H4O2(606) <=> C2H4O(35) + C3H4O2(622),C=CO+CC(=O)C=O_CC=O+O=C1COC1,112+394=33+88
8493,C2H4O(448) + C3H4O2(606) <=> C2H4O(448) + C3H4O2(622),C=CO+CC(=O)C=O_C=CO+O=C1COC1,112+394=88+112
8494,C8H16O6(192) <=> C4H8O3(158) + C4H8O3(158),C=C(CCOO)OC(C)(O)CCOO_CC(=O)CCOO+CC(=O)CCOO,384=78+78
8495,C6H12O4(2066) <=> C2H4O(35) + C4H8O3(1054),CC(O)OC=CCCOO_CC=O+O=CCCCOO,433=33+296
8496,CO(6) + C6H12O4(2066) <=> C7H12O5(8877),[C-]#[O+]+CC(O)OC=CCCOO_CC(=O)C(O)OC=CCCOO,9+433=459
8497,C6H12O4(2066) <=> C2H4O(448) + C4H8O3(1054),CC(O)OC=CCCOO_C=CO+O=CCCCOO,433=112+296
8498,C8H14O3(9926) <=> CH2O(9) + C7H12O2(7993),CC(=O)C(O)C=CC(C)CO_C=O+CC=CCC(O)C(C)=O,474=12+449
8499,C6H12O4(2068) <=> C2H4O(35) + C4H8O3(1054),C=COC(O)CCCOO_CC=O+O=CCCCOO,434=33+296
8500,CO(6) + C6H12O4(2068) <=> C7H12O5(7225),[C-]#[O+]+C=COC(O)CCCOO_C=C(C=O)OC(O)CCCOO,9+434=445
8501,C2H3O(442) + O[CH]CCCOO(1022) <=> C6H12O4(2068),C=C[O]+O[CH]CCCOO_C=COC(O)CCCOO,24+294=434
8502,C8H14O3(9928) <=> CH2O(9) + C7H12O2(7993),C=CC(CO)CC(O)C(C)=O_C=O+CC=CCC(O)C(C)=O,475=12+449
8503,C2H4O(448) + C6H10O2(9367) <=> C8H14O3(9928),C=CO+C=CCC(O)C(C)=O_C=CC(CO)CC(O)C(C)=O,112+466=475
8504,C2H4O(448) + C3H4O2(606) <=> C5H8O3(8900),C=CO+CC(=O)C=O_C=COC(O)C(C)=O,112+394=460
8505,C7H14O3(1649) <=> C3H6(12) + C4H8O3(1054),C=CCC(O)CCCOO_C=CC+O=CCCCOO,422=15+296
8506,C2H4O(35) + C3H4O2(606) <=> C5H8O3(9064),CC=O+CC(=O)C=O_CC(=O)C(O)CC=O,33+394=464
8507,C2H4O(35) + C3H4O2(956) <=> C5H8O3(9064),CC=O+CC([O])=C[O]_CC(=O)C(O)CC=O,33+406=464
8508,C5H8O3(8900) <=> C5H8O3(9064),C=COC(O)C(C)=O_CC(=O)C(O)CC=O,460=464
8509,C2H4O(448) + C3H4O2(606) <=> C5H8O3(9064),C=CO+CC(=O)C=O_CC(=O)C(O)CC=O,112+394=464
8510,C6H12O4(1827) <=> C6H12O4(6685),C=COC(O)CC(C)OO_CC(CC(O)CC=O)OO,428=443
8511,C6H12O4(6685) <=> C2H4O(448) + C4H8O3(156),CC(CC(O)CC=O)OO_C=CO+CC(CC=O)OO,443=77+112
8512,CO2(7) + C3H4O2(606) <=> CO2(7) + C3H4O2(956),O=C=O+CC(=O)C=O_O=C=O+CC([O])=C[O],10+394=10+406
8513,C9H14O3(10774) <=> C3H4O2(606) + C6H10O(1676),C=CC(C)C(=O)CC(O)C(C)=O_CC(=O)C=O+C=CC(C)C(=C)O,485=394+424
8514,C10H16O4(10850) <=> C3H4O2(606) + C7H12O2(8871),CC(=O)C(O)CC=C(C)C(O)C(C)=O_CC(=O)C=O+C=CC(C)C(O)C(C)=O,486=394+458
8515,C7H12O2(5009) <=> CH2O(9) + C6H10O(1676),C=CC(C)C(=O)CCO_C=O+C=CC(C)C(=C)O,441=12+424
8516,C2H4O(448) + C2H4O(35) <=> O(5) + C4H8O(114),C=CO+CC=O_[O]+C=CCCO,33+112=8+382
8517,C2H4O(448) + C2H4O(448) <=> O(5) + C4H8O(114),C=CO+C=CO_[O]+C=CCCO,112+112=8+382
8518,C8H14O3(10081) <=> C3H4O2(606) + C5H10O(657),CC(=O)C(O)C(C)C=CCO_CC(=O)C=O+CC=CCCO,476=394+399
8519,C8H14O3(10081) <=> C8H14O3(9926),CC(=O)C(O)C(C)C=CCO_CC(=O)C(O)C=CC(C)CO,476=474
8520,C8H16O6(1302) <=> C4H8O3(1054) + C4H8O3(1054),OOCCC=COC(O)CCCOO_O=CCCCOO+O=CCCCOO,414=296+296
8521,C10H18O4(4715) <=> C4H8O3(156) + C6H10O(1676),C=CC(C)C(=O)CC(O)CC(C)OO_CC(CC=O)OO+C=CC(C)C(=C)O,440=77+424
8522,C9H14O3(10738) <=> C3H4O2(606) + C6H10O(1666),C=CC(CC(=C)O)C(O)C(C)=O_CC(=O)C=O+C=C(O)CC=CC,484=394+423
8523,C8H14O3(10085) <=> C3H4O2(606) + C5H10O(657),C=CC(CCO)C(O)C(C)=O_CC(=O)C=O+CC=CCCO,477=394+399
8524,C7H12O5(8838) <=> C3H4O2(606) + C4H8O3(158),C=C(C=O)OC(C)(O)CCOO_CC(=O)C=O+CC(=O)CCOO,454=78+394
8525,C8H14O2(5259) <=> C2H4O(35) + C6H10O(1676),C=CC(C)C(=O)CC(C)O_CC=O+C=CC(C)C(=C)O,442=33+424
8526,CO(6) + C8H14O2(5259) <=> C9H14O3(10774),[C-]#[O+]+C=CC(C)C(=O)CC(C)O_C=CC(C)C(=O)CC(O)C(C)=O,9+442=485
8527,C8H14O2(5259) <=> C2H4O(448) + C6H10O(1676),C=CC(C)C(=O)CC(C)O_C=CO+C=CC(C)C(=C)O,442=112+424
8528,C9H14O3(10726) <=> C3H4O2(606) + C6H10O(1666),CC=CCC(=O)CC(O)C(C)=O_CC(=O)C=O+C=C(O)CC=CC,483=394+423
8529,C9H14O3(10726) <=> C9H14O3(10774),CC=CCC(=O)CC(O)C(C)=O_C=CC(C)C(=O)CC(O)C(C)=O,483=485
8530,C8H14O3(9907) <=> CH2O(9) + C7H12O2(8871),CC(=O)C(O)C(C)=CCCO_C=O+C=CC(C)C(O)C(C)=O,473=12+458
8531,C6H9O5(10498) <=> C3H4O2(606) + C3H5O3(607),CC(=O)C(O)CC(=O)[CH]OO_CC(=O)C=O+C=C([O])COO,482=87+394
8532,C6H8O4(9413) <=> C6H8O4(12469),C=C(C=O)OC(O)C(C)=O_CC(=O)C(O)CC(=O)C=O,469=493
8533,CO(6) + C5H8O3(9064) <=> C6H8O4(12469),[C-]#[O+]+CC(=O)C(O)CC=O_CC(=O)C(O)CC(=O)C=O,9+464=493
8534,OH(15) + C6H8O4(12469) <=> C6H9O5(10498),[OH]+CC(=O)C(O)CC(=O)C=O_CC(=O)C(O)CC(=O)[CH]OO,18+493=482
8535,O2(2) + C3H5O(175) <=> OH(15) + C3H4O2(618),[O][O]+C=C(C)[O]_[OH]+C=C(O)C=O,5+43=18+395
8536,C3H5O3(593) <=> OH(15) + C3H4O2(618),CC(=O)CO[O]_[OH]+C=C(O)C=O,45=18+395
8537,C3H5O3(607) <=> OH(15) + C3H4O2(618),C=C([O])COO_[OH]+C=C(O)C=O,87=18+395
8538,C3H4O2(622) <=> C3H4O2(618),O=C1COC1_C=C(O)C=O,88=395
8539,C3H4O2(615) <=> C3H4O2(618),C=C([O])C[O]_C=C(O)C=O,89=395
8540,CH2O(9) + C2H2O(585) <=> C3H4O2(618),C=O+C=C=O_C=C(O)C=O,12+27=395
8541,OH(15) + C3H4O2(622) <=> OH(15) + C3H4O2(618),[OH]+O=C1COC1_[OH]+C=C(O)C=O,18+88=18+395
8542,CO(6) + CCO[O](28) <=> OH(15) + C3H4O2(618),[C-]#[O+]+CCO[O]_[OH]+C=C(O)C=O,9+38=18+395
8543,C2H2O(585) + C3H5O3(607) <=> OH(15) + C2H2O(585) + C3H4O2(618),C=C=O+C=C([O])COO_[OH]+C=C=O+C=C(O)C=O,27+87=18+27+395
8544,C3H4O2(618) <=> CO(6) + C2H4O(35),C=C(O)C=O_[C-]#[O+]+CC=O,395=9+33
8545,C3H4O2(956) <=> C3H4O2(618),CC([O])=C[O]_C=C(O)C=O,406=395
8546,C3H4O2(618) <=> C3H4O2(606),C=C(O)C=O_CC(=O)C=O,395=394
8547,C2H2O(585) + C3H4O2(606) <=> C2H2O(585) + C3H4O2(618),C=C=O+CC(=O)C=O_C=C=O+C=C(O)C=O,27+394=27+395
8548,C2H4O(448) + C3H4O2(618) <=> C2H4O(35) + C3H4O2(606),C=CO+C=C(O)C=O_CC=O+CC(=O)C=O,112+395=33+394
8549,C2H4O(35) + C3H4O2(618) <=> C2H4O(35) + C3H4O2(606),CC=O+C=C(O)C=O_CC=O+CC(=O)C=O,33+395=33+394
8550,C2H2O(585) + C3H4O2(956) <=> C2H2O(585) + C3H4O2(618),C=C=O+CC([O])=C[O]_C=C=O+C=C(O)C=O,27+406=27+395
8551,C7H12O2(8870) <=> C3H4O2(618) + C4H8(46),C=CC(C)C(C)(O)C=O_C=C(O)C=O+CC=CC,457=62+395
8552,C7H12O2(7987) <=> C3H4O2(618) + C4H8(47),CC=CCC(C)(O)C=O_C=C(O)C=O+C=CCC,448=61+395
8553,C6H10O2(9366) <=> C3H4O2(618) + C3H6(12),C=CCC(C)(O)C=O_C=C(O)C=O+C=CC,465=15+395
8554,C7H12O5(8844) <=> C3H4O2(618) + C4H8O3(156),CC(C=COC(C)(O)C=O)OO_C=C(O)C=O+CC(CC=O)OO,455=77+395
8555,C7H12O5(8830) <=> C3H4O2(618) + C4H8O3(158),CC(=CCOO)OC(C)(O)C=O_C=C(O)C=O+CC(=O)CCOO,450=78+395
8556,C7H12O5(8834) <=> C3H4O2(618) + C4H8O3(158),C=C(CCOO)OC(C)(O)C=O_C=C(O)C=O+CC(=O)CCOO,452=78+395
8557,C3H4O2(618) + C3H4O2(618) <=> C6H8O4(9412),C=C(O)C=O+C=C(O)C=O_C=C(C=O)OC(C)(O)C=O,395+395=468
8558,C6H8O4(9412) <=> C3H4O2(618) + C3H4O2(606),C=C(C=O)OC(C)(O)C=O_C=C(O)C=O+CC(=O)C=O,468=394+395
8559,C2H4O(448) + C3H4O2(618) <=> C2H4O(448) + C3H4O2(606),C=CO+C=C(O)C=O_C=CO+CC(=O)C=O,112+395=112+394
8560,C6H9O5(10498) <=> OH(15) + C3H4O2(618) + C3H4O2(606),CC(=O)C(O)CC(=O)[CH]OO_[OH]+C=C(O)C=O+CC(=O)C=O,482=18+394+395
8561,C6H8O4(12469) <=> C3H4O2(618) + C3H4O2(606),CC(=O)C(O)CC(=O)C=O_C=C(O)C=O+CC(=O)C=O,493=394+395
8562,C3H4O2(622) <=> CO(6) + C2H4O(448),O=C1COC1_[C-]#[O+]+C=CO,88=9+112
8563,C3H4O2(615) <=> CO(6) + C2H4O(448),C=C([O])C[O]_[C-]#[O+]+C=CO,89=9+112
8564,CH2O(9) + C2H2O(585) <=> CO(6) + C2H4O(448),C=O+C=C=O_[C-]#[O+]+C=CO,12+27=9+112
8565,CO(6) + C2H4O(448) <=> CO(6) + C2H4O(35),[C-]#[O+]+C=CO_[C-]#[O+]+CC=O,9+112=9+33
8566,C3H4O2(956) <=> CO(6) + C2H4O(448),CC([O])=C[O]_[C-]#[O+]+C=CO,406=9+112
8567,C3H4O2(606) <=> CO(6) + C2H4O(448),CC(=O)C=O_[C-]#[O+]+C=CO,394=9+112
8568,C3H4O2(618) <=> CO(6) + C2H4O(448),C=C(O)C=O_[C-]#[O+]+C=CO,395=9+112
8569,C2H4O(448) + C3H4O2(618) <=> C2H4O(35) + C3H4O2(618),C=CO+C=C(O)C=O_CC=O+C=C(O)C=O,112+395=33+395
8570,C2H4O(35) + C3H4O2(618) <=> C5H8O3(8900),CC=O+C=C(O)C=O_C=COC(O)C(C)=O,33+395=460
8571,C2H4O(35) + C3H4O2(618) <=> C5H8O3(9064),CC=O+C=C(O)C=O_CC(=O)C(O)CC=O,33+395=464
